n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
61,	62995,	-66,	74.6324081420898,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087960.955,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	start,	1278029.88374758,	1278029.95796233
61,	62996,	-62,	-168.826568603516,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087960.96,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
61,	62997,	-64,	68.8369369506836,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087960.962,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
61,	62998,	-61,	45.0892677307129,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087960.971,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
61,	62999,	-66,	81.8616256713867,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087960.983,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
61,	63000,	-62,	-169.40885925293,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087960.991,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
61,	63001,	-64,	68.9852600097656,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087960.994,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
61,	63002,	-61,	43.3533744812012,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087961.002,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
61,	63003,	-66,	81.7242965698242,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087961.018,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
61,	63004,	-62,	-169.590133666992,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087961.027,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
