n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
12,	20450,	-56,	-11.0196237564087,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.558,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20451,	-62,	65.7936325073242,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.565,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20452,	-51,	-136.360977172852,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.58,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20453,	-63,	-152.560806274414,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.583,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20454,	-64,	87.0802917480469,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.585,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20455,	-67,	-161.481979370117,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000333b2ddd9014000000000,	epc,	3000,	ba3f,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.594,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20456,	-62,	65.4145965576172,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.596,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20457,	-56,	-7.63573122024536,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.616,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20458,	-63,	67.853630065918,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.624,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20459,	-63,	-150.204162597656,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.635,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20460,	-51,	-136.992706298828,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.638,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20461,	-64,	89.7170944213867,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.646,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20462,	-62,	65.2223281860352,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.651,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20463,	-56,	-10.717490196228,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.664,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20464,	-63,	-156.120483398438,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.673,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20465,	-51,	-136.00390625,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.677,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
12,	20466,	-62,	66.6451034545898,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.679,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20467,	-64,	84.5039215087891,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.689,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	start,	1272145.38126579,	1272145.54587521
13,	20468,	-56,	-11.0800504684448,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.707,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20469,	-51,	-136.306045532227,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.72,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20470,	-62,	66.4253692626953,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.723,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20471,	-64,	82.5922393798828,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.727,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20472,	-63,	-153.54411315918,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.732,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20473,	-67,	-156.878570556641,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000833b2ddd9014000000000,	epc,	3000,	604b,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.734,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20474,	-67,	-156.307266235352,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000333b2ddd9014000000000,	epc,	3000,	ba3f,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.744,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20475,	-56,	-10.4647970199585,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.752,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20476,	-63,	-151.105072021484,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.767,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20477,	-62,	66.0078735351562,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.78,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20478,	-51,	-135.932495117188,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.782,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20479,	-64,	84.4654693603516,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.785,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20480,	-67,	-154.390090942383,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000833b2ddd9014000000000,	epc,	3000,	604b,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.786,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20481,	-67,	-158.098083496094,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000333b2ddd9014000000000,	epc,	3000,	ba3f,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.795,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20482,	-56,	-11.3821830749512,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.803,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20483,	-62,	56.3231315612793,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.812,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20484,	-63,	-21.2207412719727,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.814,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20485,	-63,	156.713760375977,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e2006296961901860170f67b,	epc,	3000,	1fc4,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082076.999,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20486,	-51,	-136.300552368164,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.002,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20487,	-56,	-9.04751777648926,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.111,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20488,	-63,	-21.9678325653076,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.115,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20489,	-62,	54.7520370483398,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.117,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20490,	-63,	-148.951690673828,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.132,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20491,	-62,	67.1449966430664,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.134,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20492,	-51,	-135.597396850586,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.136,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20493,	-64,	82.1033325195312,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.138,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20494,	-67,	-154.324172973633,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000833b2ddd9014000000000,	epc,	3000,	604b,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.145,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20495,	-67,	-159.141815185547,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000333b2ddd9014000000000,	epc,	3000,	ba3f,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.163,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20496,	-56,	-10.2945032119751,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.171,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20497,	-62,	52.6480903625488,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.174,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20498,	-63,	-151.907104492188,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.184,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20499,	-51,	-135.339218139648,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.186,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20500,	-62,	71.1386489868164,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.188,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20501,	-64,	80.8563461303711,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.191,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20502,	-68,	-152.890411376953,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000833b2ddd9014000000000,	epc,	3000,	604b,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.193,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
13,	20503,	-67,	-159.94384765625,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000333b2ddd9014000000000,	epc,	3000,	ba3f,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752082077.195,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
