n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
1,	635,	-65,	75.0938415527344,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.193,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	start,	1277517.01128161,	1277517.1533346
1,	636,	-63,	86.2562942504883,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.205,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	637,	-64,	-163.300277709961,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.207,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	638,	-65,	74.8246688842773,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.217,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	639,	-64,	51.6428108215332,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.223,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	640,	-62,	83.2679214477539,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.232,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	641,	-64,	-163.78369140625,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.234,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	642,	-65,	50.9506530761719,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.252,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	643,	-66,	74.0226440429688,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.275,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	644,	-62,	79.9005126953125,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.46,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	645,	-64,	-167.716903686523,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.463,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	646,	-64,	49.3465995788574,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.481,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	647,	-66,	69.3423233032227,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.497,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	648,	-62,	79.9993896484375,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.505,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	649,	-65,	-166.36555480957,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.507,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	650,	-64,	56.0264892578125,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.515,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	651,	-62,	78.2580032348633,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.55,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	652,	-64,	-167.601547241211,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.552,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	653,	-63,	48.5775337219238,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.561,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	654,	-66,	70.3530960083008,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.566,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
1,	655,	-64,	-168.474990844727,	866.3,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752087448.576,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
