n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
59,	70009,	-66,	57.4382743835449,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.768,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	start,	1278859.67314698,	1278859.79857115
59,	70010,	-61,	24.6540718078613,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.783,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
59,	70011,	-66,	59.9102745056152,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.802,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
59,	70012,	-64,	-176.852325439453,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.816,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
59,	70013,	-64,	56.9933166503906,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.82,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
59,	70014,	-62,	26.4833526611328,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.826,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
59,	70015,	-66,	60.8771018981934,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.835,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
59,	70016,	-64,	56.2627029418945,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.846,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
59,	70017,	-63,	-177.401657104492,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.848,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
59,	70018,	-62,	23.8300724029541,	866.9,	0,	0.592,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752088790.857,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
