n_group,eventNum,peakRssi,phase,channel,pos_x,pos_y,pos_z,depth,angle_rx,angle_ry,angle_rz,angle_tx,angle_ty,angle_tz,moist,antenna,reads,idHex,format,PC,CRC,MAC,hostName,time_reader,type,power,power2,tag,obs,cmd,cmd_issued,cmd_received
106,	192002,	-64,	116.826683044434,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.838,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	start,	1273170.6799832,	1273170.68061848
106,	192003,	-52,	-147.397079467773,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.84,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192004,	-63,	58.5259552001953,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.842,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192005,	-62,	162.531204223633,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e2006296961901860170f67b,	epc,	3000,	1fc4,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.845,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192006,	-67,	-168.387100219727,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000333b2ddd9014000000000,	epc,	3000,	ba3f,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.847,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192007,	-62,	149.385665893555,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000233b2ddd9014000000000,	epc,	3000,	6276,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.857,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192008,	-63,	-29.1201515197754,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.864,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192009,	-57,	7.04794454574585,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.865,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192010,	-61,	162.981658935547,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.871,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192011,	-65,	3.56517219543457,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.881,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192012,	-66,	-169.551681518555,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	2,	1,	000833b2ddd9014000000000,	epc,	3000,	604b,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.885,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192013,	-68,	-165.563522338867,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	000333b2ddd9014000000000,	epc,	3000,	ba3f,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.896,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192014,	-52,	-147.100433349609,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	300833b2ddd9014000000000,	epc,	3000,	39bb,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.898,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192015,	-62,	164.404434204102,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e2006296961901860170f67b,	epc,	3000,	1fc4,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.901,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
106,	192016,	-63,	63.1403541564941,	866.9,	0,	1.299,	0,	0.096,	0,	0,	0,	180,	180,	180,	0,	1,	1,	e20068060000000000000000,	epc,	3000,	49d2,	C4:7D:CC:73:CC:B2,	FX750073CCB2,	1752083101.903,	SIMPLE,	29.2,	29.2,	Belt0001,	Container_Water,	,	,	
